year,name,count,is_overseas,category
2025,麗澤大学,80,,
2025,日本大学,76,,
2025,千葉工業大学,44,,
2025,東洋大学,33,,
2025,東京理科大学,28,,
2025,大正大学,27,,
2025,法政大学,24,,
2025,専修大学,21,,
2025,東京電機大学,21,,
2025,明治大学,18,,
2025,獨協大学,18,,
2025,立教大学,16,,
2025,帝京大学,14,,
2025,國學院大学,12,,
2025,学習院大学,11,,
2025,東海大学,9,,
2025,立正大学,9,,
2025,駒澤大学,9,,
2025,東京農業大学,8,,
2025,拓殖大学,7,,
2025,早稲田大学,7,,
2025,大東文化大学,6,,
2025,成蹊大学,6,,
2025,武蔵大学,6,,
2025,日本工業大学,5,,
2025,明星大学,5,,
2025,明治学院大学,5,,
2025,杏林大学,5,,
2025,東京都市大学,5,,
2025,芝浦工業大学,5,,
2025,順天堂大学,5,,
2025,中央学院大学,4,,
2025,亜細亜大学,4,,
2025,北里大学,4,,
2025,千葉商科大学,4,,
2025,工学院大学,4,,
2025,文教大学,4,,
2025,日本体育大学,4,,
2025,東邦大学,4,,
2025,桜美林大学,4,,
2025,横浜薬科大学,4,,
2025,流通経済大学,4,,
2025,神奈川大学,4,,
2025,中部大学,3,,
2025,二松學舍大学,3,,
2025,山梨学院大学,3,,
2025,慶應義塾大学,3,,
2025,成城大学,3,,
2025,同志社大学,2,,
2025,国際医療福祉大学,2,,
2025,城西大学,2,,
2025,日本獣医生命科学大学,2,,
2025,東京大学,2,,
2025,東京工科大学,2,,
2025,東京工芸大学,2,,
2025,東京経済大学,2,,
2025,東京都立大学,2,,
2025,石巻専修大学,2,,
2025,立命館大学,2,,
2025,筑波大学,2,,
2025,青山学院大学,2,,
2025,共栄大学,1,,
2025,創価大学,1,,
2025,千葉大学,1,,
2025,国士舘大学,1,,
2025,宮崎大学,1,,
2025,岡山理科大学,1,,
2025,帝京科学大学,1,,
2025,帯広畜産大学,1,,
2025,文京学院大学,1,,
2025,文星芸術大学,1,,
2025,日本経済大学,1,,
2025,日本薬科大学,1,,
2025,昭和薬科大学,1,,
2025,東京医科大学,1,,
2025,東京国際大学,1,,
2025,東京未来大学,1,,
2025,東京造形大学,1,,
2025,武蔵野大学,1,,
2025,水産大学校,1,,
2025,江戸川大学,1,,
2025,淑徳大学,1,,
2025,湘南医療大学,1,,
2025,玉川大学,1,,
2025,産業能率大学,1,,
2025,目白大学,1,,
2025,神奈川工科大学,1,,
2025,酪農学園大学,1,,
2025,開智国際大学,1,,
2025,関東学院大学,1,,
2025,関西学院大学,1,,
2025,麻布大学,1,,
