year,name,count,is_overseas,category
2025,明治大学,328,,
2025,東京理科大学,21,,
2025,早稲田大学,16,,
2025,慶應義塾大学,12,,
2025,上智大学,7,,
2025,中央大学,6,,
2025,日本大学,6,,
2025,法政大学,6,,
2025,青山学院大学,4,,
2025,明治学院大学,3,,
2025,東海大学,3,,
2025,立命館大学,3,,
2025,立教大学,3,,
2025,聖マリアンナ医科大学,3,,
2025,芝浦工業大学,3,,
2025,北海道大学,2,,
2025,国際医療福祉大学,2,,
2025,國學院大学,2,,
2025,東北大学,2,,
2025,東邦大学,2,,
2025,兵庫医科大学,1,,
2025,前橋工科大学,1,,
2025,名古屋大学,1,,
2025,埼玉大学,1,,
2025,日本医科大学,1,,
2025,明海大学,1,,
2025,杏林大学,1,,
2025,東京医科大学,1,,
2025,東京外国語大学,1,,
2025,東京慈恵会医科大学,1,,
2025,東京科学大学,1,,
2025,東京藝術大学,1,,
2025,東京農工大学,1,,
2025,東洋大学,1,,
2025,横浜国立大学,1,,
2025,気象大学校,1,,
2025,筑波大学,1,,
2025,長崎大学,1,,
2025,順天堂大学,1,,
2025,駒澤大学,1,,
